КГТ;ОДЕЖДА;ИГРУШКИт;ППКП;ИНОЕ
0;0;0;5;0
0;0;0;20;0
0;0;0;1;0
0;0;2;0;0
2;0;0;0;0
0;1;0;0;0
0;0;0;9;0
0;0;0;1;0
0;0;1;0;0
0;0;0;0;1
0;0;0;1;0
0;0;0;3;0
0;0;0;2;0
0;0;1;0;0
0;0;0;0;2
0;0;0;16;0
1;2;2;0;0
0;0;0;7;0
0;4;2;0;0
0;0;1;16;0
0;0;0;6;0
1;0;0;0;0
1;0;0;0;0
0;0;0;0;1
1;3;1;0;0
0;2;0;3;0
0;0;1;0;0
0;0;0;1;0
0;0;0;1;0
4;0;0;2;0
0;0;0;3;0
1;0;0;11;0
0;0;0;1;0
1;0;0;0;0
1;1;0;0;0
0;0;2;0;0
1;0;0;3;0
0;0;0;1;0
0;0;2;0;0
1;0;0;0;0
0;0;0;18;0
1;0;0;0;0
0;0;1;0;0
0;1;0;0;0
0;0;0;1;0
0;0;6;0;0
1;3;0;4;4
0;0;0;7;0
1;0;0;0;0
0;1;0;5;0
0;1;0;0;0
0;0;0;2;0
0;0;0;1;0
0;0;1;0;0
0;0;0;9;0
0;0;0;2;0
0;0;0;18;0
0;0;2;0;0
0;1;0;0;0
0;3;1;0;0
0;0;0;3;0
0;0;0;2;0
0;0;0;1;0
0;0;0;6;0
0;0;2;0;0
0;0;0;5;0
0;0;1;0;0
0;0;0;5;0
0;1;0;0;0
0;1;0;20;0
0;0;1;0;0
0;0;2;6;0
0;0;2;0;0
0;0;1;0;0
0;0;2;7;0
1;0;0;0;0
0;0;5;0;0
0;0;1;0;0
0;0;2;0;0
0;0;0;2;0
2;0;0;0;0
0;2;6;3;0
0;1;0;0;0
1;0;0;13;0
0;0;2;5;0
0;1;0;0;0
0;0;0;1;0
0;0;1;3;0
0;1;0;0;0
0;0;7;0;0
0;0;0;2;3
0;0;1;0;0
0;0;2;5;0
0;0;1;0;0
0;0;1;0;0
0;0;1;0;0
4;0;0;0;0
0;1;0;10;0
0;0;0;1;0
0;0;2;7;0
0;1;0;0;0
1;0;0;0;0
0;0;0;4;0
0;0;0;1;0
0;1;0;0;0
0;0;3;6;0
0;0;1;0;0
0;0;1;0;0
1;0;0;0;0
0;0;1;0;0
0;0;0;2;0
0;0;1;0;0
2;0;1;17;0
1;0;0;0;0
0;0;1;1;0
0;0;0;3;0
0;0;2;0;0
0;0;1;0;0
0;0;0;1;0
0;4;0;0;0
0;0;5;0;0
0;1;0;0;0
0;0;1;0;0
0;6;0;0;0
0;0;4;0;0
0;0;0;4;0
0;0;3;0;0
0;0;0;3;0
0;0;1;0;0
0;0;1;0;0
0;1;0;0;0
0;0;1;0;0
0;0;1;0;0
0;0;0;8;0
0;0;0;1;0
0;0;1;0;0
0;0;0;2;0
0;0;1;0;0
0;0;0;2;0
0;0;1;1;0
2;1;0;0;0
0;1;0;0;0
0;0;0;1;0
0;0;0;28;0
0;0;4;0;0
0;4;0;21;0
0;2;5;3;0
1;1;0;0;0
0;0;0;4;0
0;0;0;13;0
1;0;0;0;0
0;0;0;2;0
0;0;3;5;0
0;0;1;4;0
0;0;0;12;9
0;0;1;0;0
0;0;4;3;0
1;3;1;5;0
0;0;2;1;0
0;0;0;7;0
0;0;0;6;0
0;0;1;0;0
1;0;0;0;0
0;0;2;0;0
1;0;0;0;0
0;0;1;0;0
0;0;0;3;0
0;0;7;7;7
0;0;4;1;0
3;0;0;0;0
0;0;0;4;0
0;0;1;0;0
0;1;0;0;0
0;0;0;6;0
0;0;2;0;0
0;2;1;3;0
0;0;1;0;0
0;0;0;2;0
1;0;2;2;0
0;0;0;3;0
0;0;0;7;0
0;0;0;15;0
0;0;1;0;0
0;0;2;0;0
0;0;0;2;0
1;0;0;0;0
0;0;1;0;0
0;0;2;2;0
0;0;0;1;0
0;0;0;2;0
0;0;0;2;0
1;0;0;0;0
0;1;2;1;0
0;0;0;28;12
1;0;0;0;0
0;0;0;1;0
0;2;6;0;0
0;1;0;0;0
1;0;0;0;0
1;0;0;0;0
0;2;0;0;0
0;0;0;2;0
0;0;1;0;0
0;0;2;0;0
0;0;0;8;0
0;2;1;21;0
1;11;1;21;0
1;0;0;0;0
2;1;7;5;0
0;0;1;0;0
0;0;4;1;0
0;0;0;0;1
0;0;2;0;0
0;0;0;5;0
0;0;1;0;0
0;0;0;1;0
0;0;0;16;0
0;0;0;2;0
0;0;0;6;0
1;0;0;0;0
0;0;0;1;0
0;0;1;3;0
0;0;3;2;0
1;0;0;0;0
0;0;3;0;0
0;1;0;0;0
0;0;0;2;0
0;1;0;12;0
0;0;0;8;0
0;1;0;0;0
0;0;1;2;0
0;0;0;1;0
0;0;1;0;0
0;0;0;1;0
0;3;0;0;0
0;1;0;0;0
1;0;0;0;0
0;0;1;0;0
0;0;1;2;0
1;0;0;0;0
0;0;0;2;0
0;0;1;0;0
1;0;1;0;0
0;0;0;2;0
0;2;5;3;0
0;0;1;1;0
0;0;0;2;0
1;1;0;10;0
0;4;0;0;0
1;0;0;0;0
0;0;8;2;0
2;0;0;0;0
0;0;1;0;0
1;0;0;0;0
3;0;0;2;0
0;0;0;1;0
0;0;0;1;0
1;1;0;10;0
0;1;10;0;0
0;0;0;1;0
2;0;0;0;0
0;0;3;2;0
0;0;0;2;0
0;0;1;0;0
1;0;0;18;0
0;2;0;0;0
0;0;1;0;0
0;1;2;3;0
0;0;1;0;0
0;0;1;0;0
0;1;0;1;0
0;0;0;1;0
0;0;0;2;0
2;0;0;0;0
0;0;4;2;0
0;0;3;0;0
0;0;1;0;0
2;0;3;7;0
1;2;5;30;0
0;0;1;0;0
0;0;1;0;0
0;2;0;1;0
0;0;1;0;0
0;0;2;0;0
0;0;6;1;0
1;0;0;0;0
0;1;1;5;0
0;0;0;1;0
0;0;6;8;0
0;0;5;8;0
0;0;1;0;0
0;1;1;0;0
0;0;1;1;0
0;0;0;4;0
0;0;2;7;0
0;9;0;0;0
1;0;0;0;0
0;0;0;1;0
0;0;0;2;0
1;2;0;3;0
0;0;0;15;0
0;0;1;2;0
0;0;1;0;0
0;0;2;0;0
0;0;0;5;0
0;0;0;1;0
0;2;0;0;0
0;1;0;1;0
1;2;0;0;0
0;0;0;14;0
0;0;0;1;0
0;0;2;2;0
1;0;2;3;0
1;0;0;0;0
0;0;0;2;0
0;0;0;1;0
0;0;0;1;0
0;0;1;3;0
0;0;3;1;0
0;0;0;2;0
0;0;1;0;0
0;1;0;8;0
0;4;0;0;0
0;7;0;43;0
0;0;1;15;0
0;2;0;0;0
0;3;0;13;0
0;0;0;2;0
0;0;1;0;0
0;0;1;0;0
0;0;0;2;0
0;0;0;5;0
0;0;0;7;0
1;0;0;0;0
0;0;1;11;0
0;1;0;0;0
0;0;2;0;0
0;0;1;0;0
0;0;0;6;0
0;0;2;0;0
1;0;0;0;0
1;0;0;0;0
1;0;17;1;0
0;1;0;0;0
1;0;0;0;0
0;0;0;4;0
0;1;4;7;0
0;0;0;18;0
0;0;0;8;0
0;2;0;0;0
1;0;0;0;0
0;0;2;0;0
0;0;2;0;0
0;0;0;2;0
0;0;1;0;0
0;2;7;0;0
0;0;4;1;0
0;0;1;0;0
0;0;0;1;0
1;0;0;2;0
1;0;0;0;0
0;2;0;0;0
0;0;5;0;0
0;0;1;0;0
0;0;1;23;0
0;0;1;0;0
0;0;0;1;0
0;0;0;16;0
0;0;2;0;0
0;0;0;2;0
0;0;2;1;0
1;0;0;0;0
0;1;0;0;0
0;1;0;4;0
0;0;1;4;0
0;0;1;0;0
1;0;0;0;0
0;0;0;0;1
0;0;2;1;0
0;0;0;4;0
0;0;6;12;0
1;0;0;0;0
0;1;0;0;0
1;0;0;0;0
0;0;0;6;0
0;0;7;0;0
0;0;2;0;0
0;0;1;5;0
0;0;0;1;0
0;0;1;0;0
0;0;0;1;0
0;0;0;8;0
0;0;0;0;1
0;0;0;1;0
1;0;0;0;0
0;0;2;0;0
1;0;1;0;0
0;0;0;4;0
0;0;0;1;0
0;2;0;0;0
0;0;0;5;0
0;0;0;5;0
0;0;6;0;0
0;0;0;2;0
0;0;1;0;0
4;2;0;0;0
0;0;2;0;0
0;0;0;7;0
0;0;0;1;0
1;1;0;0;0
0;0;0;2;0
0;0;0;1;0
1;0;0;0;0
0;8;2;0;0
0;4;0;0;0
0;10;0;3;0
1;0;0;1;0
0;0;1;0;0
0;0;1;0;0
0;1;0;0;0
0;0;0;8;0
1;0;1;1;0
0;0;0;5;0
0;0;1;0;0
0;0;1;0;0
0;2;0;0;0
0;0;0;1;0
3;0;0;0;0
0;0;2;0;0
0;0;1;3;0
1;1;0;0;0
0;1;0;0;0
0;0;1;0;0
0;0;0;7;0
1;0;1;0;0
1;0;0;0;0
0;0;0;1;0
0;12;0;0;0
0;0;0;7;0
0;0;0;1;0
0;1;0;0;0
1;0;0;0;0
0;0;1;0;0
1;0;2;3;0
1;0;14;25;0
0;0;0;3;0
1;0;17;0;0
1;0;0;0;0
3;0;0;0;0
0;0;1;27;0
0;0;1;1;0
0;0;1;1;0
2;0;0;9;0
0;0;0;1;0
0;1;0;0;0
0;0;2;0;0
1;0;5;0;0
0;0;5;0;0
1;0;0;0;0
0;0;0;11;0
0;0;1;0;0
0;0;0;5;0
0;0;0;2;0
1;0;0;2;0
0;1;0;0;0
0;0;6;4;0
0;0;7;25;0
0;0;0;1;0
0;2;0;0;0
0;0;12;0;0
1;0;0;0;0
0;2;2;0;0
0;0;1;0;0
0;0;0;1;0
0;0;1;0;0
0;1;0;0;0
0;0;0;1;0
0;0;0;3;0
1;0;0;2;0
0;0;0;2;0
0;0;1;0;0
0;1;0;0;0
3;0;0;2;0
0;3;0;0;0
0;0;1;0;0
0;0;1;0;0
0;1;0;0;0
0;0;1;0;0
1;0;0;8;0
0;1;0;2;0
0;4;1;21;0
0;2;1;0;0
0;0;1;24;0
0;0;3;1;0
0;2;0;1;0
0;0;9;3;0
0;0;3;30;0
0;0;3;3;0
1;1;0;0;0
1;1;0;2;0
3;0;0;2;0
0;0;0;3;0
1;0;0;0;0
0;0;1;0;0
0;0;0;14;2
0;0;0;11;0
0;0;0;2;0
0;0;2;1;0
1;0;0;0;0
1;25;16;4;0
0;0;0;18;0
1;0;0;0;0
0;0;0;8;0
0;0;1;0;0
0;1;0;0;0
0;3;0;0;0
0;5;2;5;0
0;11;10;14;0
0;1;4;2;0
0;1;0;0;0
3;0;0;0;0
0;4;0;22;0
0;0;0;14;0
0;0;27;0;0
0;0;0;1;0
0;0;0;13;0
0;2;1;0;0
0;0;0;8;0
0;0;1;0;0
1;0;0;1;0
0;0;0;1;0
3;0;0;0;0
0;0;0;46;0
0;0;3;0;0
0;0;0;5;0
0;4;0;2;0
1;0;1;0;0
0;1;0;0;0
0;0;1;0;0
0;0;2;0;0
0;0;1;1;0
1;0;0;0;0
0;9;0;0;0
0;0;5;0;0
0;0;1;0;0
0;2;3;0;0
0;0;10;0;0
0;1;6;0;0
0;0;1;26;0
0;0;0;5;0
0;0;1;0;0
1;0;0;0;0
0;0;3;0;0
1;3;2;29;0
0;2;0;12;0
0;0;0;1;0
0;1;0;0;0
1;0;0;4;0
0;0;4;1;0
1;0;0;0;0
0;0;1;13;0
0;0;11;0;0
1;0;0;0;0
0;0;0;0;2
0;0;1;0;0
0;0;0;1;0
0;14;2;0;0
0;0;1;0;0
0;0;0;2;0
1;0;0;0;0
0;0;8;17;0
0;5;1;13;0
1;0;1;0;0
0;0;0;1;0
0;0;0;10;0
0;1;0;0;0
0;0;1;0;0
0;0;0;1;0
0;0;0;3;0
0;0;0;1;0
1;0;0;0;0
0;0;0;1;0
0;0;1;0;0
0;0;1;0;0
0;0;0;1;0
0;0;1;0;0
0;2;0;0;0
0;0;1;0;0
1;2;0;0;0
0;2;1;1;0
0;0;0;4;0
0;0;0;2;0
0;0;1;34;0
0;0;0;1;0
1;0;0;7;0
0;0;0;3;1
0;1;2;8;0
0;0;0;1;0
0;0;4;37;0
0;0;2;29;0
0;0;0;1;0
0;5;0;4;0
0;2;0;11;0
0;0;3;5;1
0;0;4;1;0
0;0;1;0;0
0;1;0;0;0
0;0;1;0;0
0;0;2;0;0
0;0;0;1;0
0;6;0;5;0
0;0;1;0;0
2;0;0;0;0
0;1;6;14;0
0;1;0;0;0
0;1;0;0;0
0;0;0;21;0
0;3;2;12;0
0;0;0;6;0
0;0;3;0;0
0;0;0;1;0
0;0;0;6;0
0;1;0;1;0
0;2;1;0;0
0;0;0;2;0
0;2;0;1;0
0;0;0;5;0
0;0;6;13;0
0;11;3;9;0
0;6;0;0;0
0;1;7;0;0
0;0;8;5;0
0;0;1;0;0
0;8;2;25;5
1;0;0;0;0
0;0;0;4;0
1;0;0;0;0
0;2;0;0;0
0;1;0;0;0
0;3;0;0;0
0;0;1;10;0
0;0;0;1;0
0;0;0;2;0
0;1;1;0;0
0;0;0;2;0
0;0;0;4;0
0;0;3;0;0
0;2;0;0;0
0;0;7;0;0
0;0;0;1;0
0;0;6;0;0
0;0;10;0;0
3;0;0;0;0
0;2;0;7;0
0;0;3;0;0
0;0;1;0;0
0;0;4;19;0
0;3;1;0;0
1;0;0;0;0
0;1;0;0;0
0;1;1;5;0
5;0;0;0;0
0;0;0;2;0
0;2;0;0;0
0;1;3;2;0
3;3;1;0;2
0;0;0;1;0
0;0;2;14;0
0;0;5;5;0
0;0;0;1;0
0;0;1;0;0
1;0;0;0;0
0;0;0;2;0
0;0;0;7;0
0;0;2;0;0
0;0;0;7;0
0;0;1;1;0
0;0;0;1;0
0;0;9;43;0
0;0;20;0;0
0;0;1;0;0
0;0;1;3;0
0;1;4;3;0
0;0;1;0;0
0;10;1;42;0
0;4;0;0;0
0;1;0;0;0
0;21;10;1;0
0;8;0;6;0
0;5;0;0;0
0;1;0;0;0
0;0;5;0;0
0;1;2;0;0
2;0;1;0;0
0;0;0;1;0
1;0;0;0;0
0;0;1;0;0
1;0;0;0;0
0;0;1;3;0
0;2;19;0;0
0;8;0;0;0
0;0;0;2;0
0;0;1;0;0
0;1;1;2;0
0;0;0;3;0
0;0;0;2;0
0;1;0;3;0
0;0;0;1;0
0;0;0;10;0
0;0;2;2;0
2;0;0;0;0
0;2;0;0;0
0;0;1;0;0
0;0;1;1;2
0;11;6;4;0
0;0;1;0;0
0;1;1;0;0
0;0;1;0;0
0;1;0;0;8
0;0;1;4;0
0;0;0;1;0
0;1;4;3;0
0;0;0;15;0
1;0;1;0;0
0;0;2;0;0
0;0;0;5;0
0;0;0;13;0
0;0;15;1;0
0;0;1;0;0
0;0;0;3;0
0;0;0;5;0
0;0;1;42;0
0;0;5;7;0
0;0;3;0;0
0;0;1;0;0
0;1;0;1;0
0;3;6;16;0
9;0;2;2;0
0;0;1;0;0
0;0;0;4;0
0;0;1;6;0
0;10;0;0;0
0;0;2;12;0
0;0;2;2;0
0;0;1;0;0
0;0;2;0;0
0;0;0;4;0
0;14;1;1;0
0;0;0;1;0
0;1;0;0;0
0;0;1;0;0
0;5;1;0;0
0;0;0;3;0
1;0;0;0;0
0;0;0;6;0
0;0;9;0;0
1;0;1;3;0
1;0;0;0;0
0;2;0;0;0
0;0;0;7;0
0;2;0;1;0
0;0;1;0;0
1;0;0;0;0
0;1;0;0;0
0;0;1;11;0
1;0;0;0;0
0;0;0;1;0
4;0;0;0;0
1;1;4;11;0
0;0;1;0;0
0;0;0;1;0
0;0;0;4;0
1;0;0;0;0
2;1;0;0;0
0;0;0;5;0
0;0;2;0;0
0;0;0;3;0
0;0;2;0;0
0;0;2;0;0
0;1;3;0;0
0;4;1;6;0
0;1;0;0;0
0;0;1;0;0
0;0;0;1;0
0;0;4;1;0
0;0;1;0;0
0;0;2;0;0
0;0;6;6;2
1;0;0;0;0
0;1;0;0;0
0;0;1;0;0
0;1;0;0;0
1;0;0;0;0
0;0;0;5;0
0;1;0;6;0
0;0;2;2;0
0;4;11;0;0
0;0;0;6;0
0;1;1;0;0
0;3;0;0;0
0;0;0;1;0
0;0;0;1;0
0;0;1;0;0
0;0;0;8;0
0;0;1;14;0
0;0;0;11;0
0;0;0;7;0
0;0;0;10;0
0;0;0;0;9
0;3;2;20;0
0;3;0;0;0
0;0;1;0;0
0;0;2;0;0
0;0;0;1;0
0;0;1;0;0
0;0;7;13;0
0;0;2;11;0
0;0;5;0;0
2;0;3;3;0
2;0;4;1;0
0;0;0;6;0
0;0;1;0;0
1;0;0;14;1
0;0;0;4;0
0;0;21;5;0
0;1;0;0;0
0;1;0;0;0
0;0;0;31;0
0;0;1;0;0
0;1;0;3;0
0;0;1;0;0
0;1;0;4;0
0;1;0;0;0
0;1;0;0;0
1;0;1;0;0
0;2;0;1;0
0;0;0;4;0
0;0;1;0;0
1;0;19;0;0
0;0;0;7;0
2;0;0;0;0
0;1;0;0;0
1;0;0;0;0
0;0;2;0;0
0;0;0;1;0
3;23;2;10;0
0;0;1;0;0
0;0;0;1;0
0;6;0;0;0
0;0;0;1;0
0;0;1;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;1;0
0;0;1;0;0
0;0;0;2;0
0;0;2;15;0
0;1;0;0;0
0;0;1;0;0
0;0;0;2;0
0;0;0;3;0
0;0;1;0;0
0;0;0;3;0
0;0;3;0;0
0;0;0;10;0
0;0;0;8;0
0;0;1;0;0
1;18;0;7;0
0;0;4;29;0
0;0;2;1;0
0;1;0;0;0
1;0;0;0;0
1;2;0;0;0
0;0;2;0;0
0;0;0;15;0
1;0;0;0;0
0;0;3;3;0
1;0;1;3;0
0;0;1;0;0
1;0;0;0;0
1;0;6;13;0
0;0;0;3;0
0;0;1;1;0
0;1;0;0;0
0;0;0;48;0
0;0;0;5;0
0;0;2;3;0
0;0;0;1;0
0;0;0;0;1
0;0;1;0;0
0;0;0;1;0
0;0;0;0;1
0;1;0;0;0
0;0;1;0;0
0;0;2;0;0
0;0;0;2;0
0;0;0;5;0
1;9;2;53;0
0;2;3;1;0
0;0;1;0;0
0;2;0;0;0
0;0;8;1;3
0;0;3;11;0
0;4;0;0;0
0;0;6;0;0
0;0;1;0;0
0;0;0;28;0
0;0;0;3;0
1;4;0;13;0
0;0;0;2;0
0;1;4;0;0
0;0;0;6;0
0;0;1;0;0
0;0;1;0;0
0;0;2;0;0
0;2;0;10;1
0;0;0;0;1
0;0;1;0;0
0;0;1;0;0
0;1;0;0;0
0;0;0;1;0
0;3;0;0;0
0;1;0;0;0
0;1;0;3;0
0;0;0;3;0
0;0;0;9;0
0;0;0;1;0
0;1;0;0;0
0;0;1;0;0
0;3;0;0;0
0;0;0;1;0
0;0;0;8;0
0;0;0;1;0
0;0;0;8;0
0;0;1;0;0
0;0;0;1;0
0;1;0;0;0
0;0;2;0;0
0;0;2;0;0
0;0;0;12;0
0;1;0;0;0
0;0;0;1;0
0;0;0;2;0
0;0;3;1;0
0;3;12;0;0
0;0;0;0;5
2;0;0;0;0
0;0;1;0;0
0;0;1;0;0
0;0;0;14;0
0;0;1;9;0
0;0;3;12;0
0;0;1;0;0
0;0;1;0;0
0;0;2;0;0
0;0;0;0;19
0;0;12;0;0
1;5;0;2;0
0;1;0;0;0
1;0;0;0;0
0;0;6;10;0
0;1;4;2;0
0;0;0;1;0
1;1;2;1;0
1;0;2;5;4
0;0;0;3;1
0;0;0;1;0
0;0;1;0;0
0;0;0;1;0
5;0;5;2;0
0;0;1;1;0
0;0;1;0;0
0;0;1;3;0
0;0;0;1;0
0;0;1;9;0
0;0;1;0;1
0;0;2;0;0
0;0;2;0;0
0;1;1;0;0
0;0;1;0;0
1;0;0;0;0
0;0;0;0;3
0;2;1;2;0
0;0;0;3;0
0;0;0;1;0
1;0;0;0;0
2;0;0;0;0
0;0;0;45;0
1;0;2;0;0
0;0;0;2;0
1;0;0;0;0
0;0;0;12;1
1;0;0;0;0
0;1;0;4;0
0;0;0;8;1
0;0;0;1;0
0;0;1;0;0
1;0;0;0;0
0;0;1;0;0
0;0;1;23;0
0;0;1;0;0
0;0;0;4;0
0;0;0;0;3
0;0;0;4;0
0;1;0;0;0
0;0;0;9;0
0;0;1;1;0
0;0;1;0;0
0;4;0;0;0
1;0;0;0;0
0;0;2;0;0
0;0;0;1;0
4;0;0;1;0
0;5;0;2;0
0;0;1;0;0
0;0;0;5;0
0;0;1;0;0
0;0;2;0;0
3;3;0;24;0
0;2;0;0;0
0;7;0;0;0
0;0;0;5;0
0;0;1;0;0
0;0;2;0;0
0;0;6;0;0
0;0;2;0;0
0;0;0;2;0
0;2;0;2;0
0;3;1;0;0
2;2;0;5;0
0;0;3;0;0
1;2;2;0;0
0;0;8;1;0
0;0;1;0;0
0;0;1;0;0
0;1;8;0;0
0;0;1;0;0
0;0;10;16;0
0;0;0;3;0
0;1;0;0;0
0;1;1;7;0
0;0;0;3;0
0;4;13;3;0
1;0;0;0;0
1;0;0;0;0
0;0;0;3;0
1;0;0;0;0
0;0;2;1;0
0;2;0;2;0
0;1;1;0;0
0;0;0;3;0
0;0;1;0;0
0;0;4;5;0
1;0;0;0;0
1;0;17;2;0
0;0;7;0;0
0;0;3;0;0
0;5;2;7;0
0;0;1;0;0
0;0;0;1;0
0;0;5;1;0
0;0;1;16;0
0;0;0;6;0
1;0;0;0;0
2;0;0;3;0
0;0;0;1;0
0;1;0;0;0
0;1;0;0;0
0;0;0;1;0
0;2;0;0;0
0;0;0;10;0
0;0;6;0;0
0;1;0;0;0
0;0;1;0;0
0;0;0;1;0
0;1;0;3;0
0;0;0;1;0
0;0;0;3;0
0;0;0;1;0
0;0;0;2;0
0;2;0;0;0
1;0;0;0;0
0;0;5;7;0
0;0;0;48;0
0;0;3;0;0
0;0;2;0;0
0;0;2;1;0
0;0;0;3;0
0;0;0;4;0
0;0;0;1;0
0;0;0;5;0
1;13;35;15;0
0;1;0;16;0
1;0;0;0;0
0;0;4;0;8
0;0;1;0;0
0;0;2;37;0
0;0;0;1;0
1;0;0;0;0
0;0;2;0;0
0;0;1;2;0
0;0;0;1;0
0;2;0;2;0
0;0;2;0;0
1;0;0;3;0
0;0;1;0;0
0;0;0;4;0
1;7;0;4;0
0;0;1;0;0
0;0;0;1;0
1;0;0;0;0
0;0;3;23;0
0;0;1;0;0
0;0;6;11;0
0;0;0;2;0
0;0;0;2;0
0;0;2;0;0
0;0;9;1;0
0;0;0;1;0
0;0;0;3;0
0;0;0;1;0
0;1;0;0;0
0;0;1;0;0
0;0;1;0;0
0;0;1;0;0
0;0;2;0;4
1;0;2;0;0
1;0;0;0;0
0;3;9;0;0
0;0;1;9;0
2;2;0;5;0
0;0;1;0;0
5;10;0;3;2
0;0;0;2;0
0;0;0;1;0
0;0;2;0;0
0;0;0;3;0
1;0;0;0;0
0;2;0;0;0
1;0;0;0;0
0;6;0;6;0
0;1;0;0;0
1;1;0;14;0
0;0;2;0;0
0;0;3;0;0
0;2;0;1;0
0;0;1;0;0
0;0;2;0;0
0;0;0;3;0
0;2;0;0;0
0;0;0;5;0
0;2;0;2;0
0;0;0;12;0
1;0;0;0;0
0;0;1;0;0
1;0;1;4;0
0;1;0;0;0
1;0;0;0;0
0;0;0;17;0
0;0;0;22;28
0;1;1;0;0
0;0;1;0;0
0;0;1;4;0
0;1;0;0;0
0;0;0;21;0
0;0;0;0;1
0;0;0;5;0
0;0;1;0;0
0;0;2;0;0
0;0;4;0;1
0;0;1;0;0
0;0;0;2;0
0;0;3;1;0
0;0;2;0;0
0;0;0;0;1
0;5;1;1;1
0;2;0;10;0
0;0;1;0;0
0;0;0;2;0
0;0;1;0;0
0;1;0;0;0
0;0;1;0;0
0;3;0;0;0
0;0;2;0;0
0;0;0;1;0
0;0;0;5;0
1;0;0;0;0
0;0;1;1;3
0;0;0;1;0
0;0;1;0;0
0;0;1;0;0
1;0;1;0;0
0;0;0;1;0
0;0;0;1;0
0;0;1;1;0
1;0;1;0;0
0;0;1;0;0
0;0;1;0;0
0;0;0;6;0
1;0;0;0;0
0;0;1;0;0
0;1;3;0;0
0;0;0;10;0
0;0;0;3;0
0;0;0;1;0
4;17;21;31;0
0;0;1;0;0
0;0;0;2;0
0;0;0;2;0
0;0;2;6;0
0;0;0;1;0
0;0;0;1;0
0;0;0;25;1
0;1;0;4;0
0;0;1;0;0
1;0;0;1;0
1;9;0;2;0
0;0;1;0;0
0;3;0;0;0
0;0;0;1;0
0;0;0;2;0
0;0;2;0;0
0;0;1;0;0
0;0;4;1;0
1;0;0;0;0
0;0;0;3;0
1;0;2;0;0
0;0;7;0;0
0;0;0;4;0
0;1;0;0;0
0;0;5;3;0
1;0;0;0;0
0;0;0;36;0
0;0;0;10;0
0;0;1;0;0
0;0;0;7;0
0;2;4;0;0
0;0;1;2;0
0;0;2;3;0
0;0;1;0;0
0;0;0;2;0
0;1;0;1;0
0;2;0;0;0
1;0;0;0;0
0;1;0;0;0
0;3;0;0;0
0;11;5;10;0
0;0;0;2;0
0;0;0;5;0
0;0;1;0;0
0;1;0;0;0
0;3;0;3;0
0;0;0;0;2
0;0;7;0;0
0;0;2;0;0
0;0;1;3;0
1;0;3;1;0
0;0;1;0;0
0;2;0;1;0
0;0;0;5;0
0;0;1;2;0
0;1;0;0;0
0;0;0;23;0
0;0;0;7;0
0;1;2;0;0
1;0;0;0;0
2;3;0;0;0
0;0;1;0;0
0;3;1;0;0
0;0;4;0;0
0;0;1;0;0
0;1;0;0;0
0;0;0;1;0
1;0;0;0;0
0;0;1;0;0
1;0;0;2;1
0;0;0;1;3
0;0;0;2;0
0;1;0;0;0
0;0;0;2;0
0;5;3;1;0
1;4;4;0;0
0;0;2;0;0
1;2;0;3;0
1;0;0;0;0
1;4;1;6;0
0;0;2;5;0
0;0;1;0;0
0;0;0;3;0
0;0;1;0;0
1;0;8;10;0
1;0;0;0;0
0;0;0;13;0
0;0;1;5;0
0;0;1;0;0
0;0;1;4;0
0;0;0;3;0
0;0;1;0;0
0;0;7;6;0
0;0;0;3;0
0;0;0;1;0
0;0;0;2;2
0;1;0;11;0
0;3;0;0;0
0;0;1;0;0
0;0;0;1;0
1;0;1;0;0
0;1;4;11;0
0;0;1;3;0
0;3;0;9;0
0;0;1;0;0
0;2;0;0;0
0;1;1;12;0
0;0;1;0;0
0;0;1;0;0
0;0;0;1;0
1;0;0;0;0
0;0;5;0;0
1;0;0;0;0
0;2;4;2;0
0;0;1;2;0
0;0;0;1;0
0;0;0;11;0
0;7;0;0;0
1;0;0;4;0
0;1;0;0;0
0;0;1;0;0
0;0;1;0;0
0;0;6;19;0
0;0;0;1;0
0;0;1;0;0
0;0;1;0;0
0;0;5;0;0
0;1;2;9;0
0;0;1;4;0
1;0;1;15;0
0;0;0;2;0
0;0;1;0;0
1;0;0;4;0
0;0;0;5;0
0;0;0;1;0
0;0;1;8;0
0;0;1;0;0
0;0;1;0;0
0;0;0;1;0
0;1;0;0;0
0;0;1;0;0
0;3;0;0;0
1;0;1;6;0
2;0;0;2;0
0;0;3;0;0
0;0;1;0;0
0;0;0;7;0
0;0;3;1;0
0;2;0;0;0
0;0;1;0;0
0;0;0;0;1
0;1;0;1;0
0;0;1;0;0
0;2;0;0;0
0;16;0;0;0
0;0;0;1;0
0;1;0;0;0
0;1;1;0;0
0;0;1;5;0
0;1;1;0;0
0;0;0;2;0
0;0;0;2;0
0;0;14;0;0
1;0;0;17;0
1;0;0;0;0
0;0;0;1;0
1;0;0;0;0
0;0;0;1;0
0;0;1;0;0
0;0;0;4;0
1;0;0;0;0
0;1;0;1;0
0;0;0;1;0
0;0;1;0;0
0;0;1;20;0
1;0;0;0;0
0;2;0;0;0
0;0;0;2;0
0;0;1;6;1
0;0;0;1;0
0;0;0;1;0
0;0;0;90;0
0;0;2;11;0
0;1;3;0;0
1;0;0;0;0
0;0;5;32;0
0;0;1;0;0
0;4;5;1;0
0;2;0;8;0
0;0;0;11;0
