КРУПНОГАБАРИТНЫЙ ТОВАР;ТЕКСТИЛЬ, ТРИКОТАЖ;ОБУВЬ;КАНЦТОВАРЫ, КНИГИ, ДИСКИ;ТОВАРЫ ДЛЯ КОРМЛЕНИЯ;ИГРУШКИ;КОСМЕТИКА/ГИГИЕНА;СОПУТСТВУЮЩИЕ ТОВАРЫ;ЖЕНСКИЕ ШТУЧКИ;ПОДГУЗНИКИ;ДЕТСКОЕ ПИТАНИЕ;ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА;ТОВАРЫ ДЛЯ ЖИВОТНЫХ
0;0;0;0;0;4;0;0;0;0;0;0;0
0;0;0;0;6;2;0;0;0;0;2;0;0
0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;16;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;2;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;13;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;1;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;1;1;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;5;0;0;0;0;0;0;0;1;0;0;0
0;3;0;0;0;0;0;0;0;0;13;0;0
0;0;0;0;4;1;0;0;0;1;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;1;0;0;3;0;0;0;0;0;0;0
0;4;0;0;0;2;2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;3;0;0
0;0;0;0;0;0;0;0;0;0;11;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;2;1;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;2;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0
1;0;0;0;0;3;0;0;0;0;0;0;0
3;0;0;0;1;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
3;1;0;0;0;0;1;0;0;2;0;0;0
0;0;2;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;2;2;0;0;2;0;0;1
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;3;0;0;8;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;3;0;0;0;5;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;11;0;0;7;42;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;1;4;0;0
0;2;0;1;0;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;1;3;0;0;2;1;0;0
0;0;0;0;4;0;0;0;0;2;2;0;0
0;1;0;0;0;14;0;0;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0
0;3;0;0;0;2;0;0;0;0;0;0;0
2;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;0;1;1;0;0
1;7;1;0;0;1;0;0;0;0;0;0;0
0;0;5;0;0;0;0;0;0;0;6;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;2;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;2;0;0;1;2;0;0;0;3;57;0;0
0;0;0;0;0;1;5;0;0;1;2;0;0
0;0;0;0;0;10;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;3;0;0;1;0;6;0;0;2;0;0;3
0;0;0;0;0;3;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;1;0;0
0;0;0;0;1;0;3;0;0;5;2;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;2;26;0;2
0;2;0;2;1;1;0;0;0;2;0;0;0
0;0;0;0;2;1;5;0;0;3;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;2;0;0;0
0;0;0;0;0;2;0;0;0;1;24;0;0
3;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;5;0;0;0;1;0;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;3;1;0;0;0;0;0;0;0
0;0;0;0;0;3;6;1;0;1;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;7;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;1;0;0;1;1;0;0;0;2;1;0;0
0;0;0;0;1;0;4;0;0;1;8;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;2;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;5;0;3;0;0;0;0;0;0;0
0;0;0;0;0;3;0;0;0;0;3;0;0
0;1;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;3;4;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;2;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;3;0;0;0;7;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;2;1;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;1;1;0;0;0;3;14;0;0
0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;1;0;0;0;4;0;0
2;6;0;6;0;10;5;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;8;0;0;2;4;4;0;0;1;4;0;0
0;0;0;0;1;1;3;0;0;0;1;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;2;0;0;0;0;1;3;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
2;1;0;0;1;0;12;0;0;3;0;0;0
0;6;0;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;2;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
2;29;4;0;2;1;3;0;0;1;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;3;0;0;1;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;0;1;0;2;0;0;2;20;0;0
2;0;0;0;1;0;0;0;0;0;0;0;0
4;2;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;1;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;12;0;0;2;0;0;0
0;0;0;3;3;5;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;1;0;0;0
0;3;0;0;0;0;1;0;0;2;5;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;4;0;0;0;0;0;0;0
0;1;0;0;2;0;2;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;1;1;1;0;0;0;4;0;0
0;0;0;0;0;1;0;0;0;0;6;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;3;0;1;1;0;0;0;2;11;0;0
0;0;0;0;0;3;3;0;0;0;32;0;0
0;0;0;0;0;1;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;2;0;4;0;0;1;0;0;0
0;0;0;0;0;1;1;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;13;0;0;0;0;0;0;0
0;2;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;2;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;12;0;0;0;0;1;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2;0;7;6;0;0;2;2;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;3;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
2;3;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;2;0;0;0;0;0;0;0;0
0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;1;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;1;0;0;0
0;14;0;0;0;8;3;0;0;0;0;0;0
0;9;3;0;0;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;3;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;12;0;0;0;0;20;0;0
0;0;0;3;1;2;3;0;0;6;3;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
1;0;0;0;0;4;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;2;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;0;1;0;0;0;2;4;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;2;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;4;0;0;2;1;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0;0;0
0;10;2;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;0;0;0;2;0;0;0;0;0;0;0
0;1;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;2;1;0;0;0;0;0;0
1;11;2;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
3;2;0;0;3;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;1;14;0;0
0;0;1;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;1;0;8;0;2;0;0;0;1;7;0;0
0;0;0;0;1;0;1;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;8;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;2;2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
2;3;0;0;0;0;1;0;0;0;0;0;0
1;1;0;1;0;0;1;1;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;3;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;2;3;0;0
0;0;0;0;0;0;3;0;0;0;0;0;0
0;0;0;0;2;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;7;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;7;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;9;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;5;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;1;2;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
3;44;0;0;6;0;2;0;0;0;0;0;0
3;70;5;0;2;4;1;1;0;3;2;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;12;0;0;0;8;4;0;0;1;9;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0
1;4;0;0;0;0;0;0;0;0;0;0;0
1;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;2;0;0;0
2;0;0;0;2;0;7;0;0;1;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;1;18;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;4;0;6;0;0;2;36;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;2;0;3;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;4;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
1;0;0;1;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;1;0;0;0;0;0;0;0
1;4;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;5;0;0;0;0;0;0
6;0;0;0;0;1;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;4;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;2;0;0;0;2;0;0;0
1;2;0;8;7;3;7;0;0;2;31;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;4;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1
0;2;3;0;1;6;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;1;2;6;4;0;0;0;3;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;8;3;0;0;0;0;0;0;0;2;0;0
0;1;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;1;0;8;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;3;0;0;0;0;0;0;0;0
2;0;0;0;2;1;0;0;0;0;35;0;0
2;0;0;0;0;2;0;0;0;0;8;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;0;0;0;0;0;2;0;0;0;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;11;0;0
1;0;0;0;4;2;0;0;0;0;1;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;11;0;0
0;1;0;0;2;0;7;0;0;4;0;0;0
1;0;0;0;0;14;0;0;0;0;0;0;0
0;2;0;0;0;0;0;0;0;0;2;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;1;0;0;0;4;0;0;0;2;3;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;2;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2;0;1;26;0;0;4;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;3;0;0;8;6;2;0;0;2;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1
0;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;2;0;0;0;1;0;0;0;1;4;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;1;2;0;0
0;0;0;1;3;0;2;0;0;3;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;6;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;2
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;4;0;0;0
0;16;1;0;0;0;0;0;0;0;0;0;0
3;3;0;0;1;1;4;0;0;5;2;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
1;1;0;5;0;3;0;0;0;1;0;0;0
0;0;0;0;0;6;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;0;0;0;0;0;4;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;7;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;0;0
0;0;0;0;0;0;0;0;0;1;2;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;3;1;2;2;0;4;1;0;0;0
0;2;0;0;0;0;1;0;0;1;0;0;0
0;0;0;0;0;0;4;0;0;1;20;0;0
0;1;2;0;0;0;0;0;0;0;0;0;0
0;3;0;0;0;7;0;0;0;0;0;0;0
0;1;0;1;0;1;0;0;0;1;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;1;3;5;0;0;0;15;0;0
0;0;0;0;6;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;3;0;0;0;0;2;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;1;0;2;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;1;4;0;0;0;13;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
1;12;0;3;8;18;14;0;0;1;3;0;30
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;4;1;0;0;1;44;0;0
0;4;0;0;0;0;0;0;0;0;18;0;0
1;0;0;0;1;0;0;0;0;1;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;0;1;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;2;0;0;0
1;0;0;2;0;11;1;0;0;2;24;0;0
1;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;3;1;0;0;0;0;4;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;5;0;1;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0
1;0;0;0;2;0;1;0;0;0;9;0;0
0;0;0;0;0;0;3;0;0;4;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;4;0;0;0;0;0;0;0
0;0;0;0;0;0;4;0;0;1;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;2;2;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;2;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;0;0;0;0;2;0;0;2;2;0;0
0;0;0;0;4;0;1;0;0;5;15;0;0
0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;2;0;0;0;0;0;0;0
0;0;1;0;0;2;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;1;8;0;0
0;0;0;0;0;0;0;0;0;4;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;1;0;0;0
0;0;1;0;0;1;0;0;0;2;0;0;0
0;0;1;0;0;0;0;0;0;0;0;0;0
0;4;0;0;0;1;0;0;0;2;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;3;3;0;0;1;0;0;0
0;0;0;0;0;3;0;0;0;0;0;0;0
0;12;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;2;0;0;1;0;0;0
0;0;0;6;0;6;0;0;0;0;0;0;0
0;0;0;0;1;1;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;1;0;0;0
0;1;0;0;2;6;4;0;0;0;9;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0
